"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_total_stolen_base","r_run","r_stolen_base_pct","woba","bacon","xbacon","xbadiff","xslgdiff","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","hard_hit_percent","meatball_percent","whiff_percent","swing_percent","batted_ball"
"Nootbaar, Lars","663457","2022","24","290","347","66","33","16","3","14","71","51",20.5,14.7,".228",".448",".340","0.788","40","4","53",,".342",".295",".325","-0.019",".034","91.7","10.7",30.4,"27",12.1,4.9,46,7.3,23.5,39.2,"224"
"Davis, Brendon","663478","2022","24","10","11","2","2","0","0","0","3","1",27.3,9.1,".200",".200",".273","0.473","0","1","2",,".223",".286",".343","-0.040","-0.194","88","34.2",42.9,"1",14.3,0,42.9,6.7,36.4,48.9,"7"
"Nevin, Tyler","663527","2022","25","157","184","31","25","4","0","2","46","20",25,10.9,".197",".261",".299","0.560","16","0","17",,".261",".272",".299","-0.017","-0.065","87.3","17.7",34.2,"4",3.5,5.3,37.7,8.1,26.8,45.6,"114"
"Hoerner, Nico","663538","2022","25","481","517","135","98","22","5","10","57","28",11,5.4,".281",".410",".327","0.737","55","20","60",,".320",".317",".306",".011",".043","87.2","10.6",32.4,"11",2.6,4.7,33.5,7.5,14.2,49.2,"426"
"Riley, Austin","663586","2022","25","615","693","168","89","39","2","38","168","57",24.2,8.2,".273",".528",".349","0.877","93","2","90",,".377",".373",".371",".002","-0.003","92.5","12.9",37.7,"71",15.7,8.4,50.8,7.1,27.6,51.5,"451"
"Madrigal, Nick","663611","2022","25","209","228","52","45","7","0","0","27","14",11.8,6.1,".249",".282",".305","0.587","7","3","19",,".267",".286",".295","-0.007","-0.029","85.9","-0.2",26.6,"0",0,1.6,24.6,7.3,10.3,44.5,"184"
"Larnach, Trevor","663616","2022","25","160","180","37","19","13","0","5","57","18",31.7,10,".231",".406",".306","0.712","18","0","22",,".309",".352",".349",".004","-0.036","90.1","13.1",36.2,"12",11.4,10.5,43.8,6.5,40.2,41.6,"105"
"Mountcastle, Ryan","663624","2022","25","555","609","139","88","28","1","22","154","43",25.3,7.1,".250",".423",".305","0.728","85","4","62",,".316",".341",".381","-0.027","-0.086","91.3","15.9",39.5,"61",15,4.7,46.3,6.1,29.8,56.2,"408"
"McKenna, Ryan","663630","2022","25","156","172","37","25","10","0","2","55","11",32,6.4,".237",".340",".294","0.634","11","2","23",,".279",".363",".325",".027",".006","86.7","15.4",37.5,"10",9.6,3.8,30.1,7.6,35,52.6,"104"
"Hayes, Ke'Bryan","663647","2022","25","505","560","123","89","24","3","7","122","48",21.8,8.6,".244",".345",".314","0.659","41","20","55",,".294",".319",".330","-0.006","-0.009","91","5.2",30.6,"15",3.9,6.2,46.8,7,20.7,43.3,"385"
"Tucker, Kyle","663656","2022","25","544","609","140","81","28","1","30","95","59",15.6,9.7,".257",".478",".330","0.808","107","25","71",,".348",".310",".319","-0.005","-0.004","90","19",34.4,"46",10.2,10.2,42.4,6.1,19.9,52.7,"451"
"Cameron, Daz","663662","2022","25","64","70","14","9","3","1","1","20","5",28.6,7.1,".219",".344",".286","0.630","8","2","6",,".280",".318",".324","-0.004","-0.057","90.4","17.1",43.2,"4",9.1,9.1,43.2,9,30.7,47.7,"44"
"India, Jonathan","663697","2022","25","386","431","96","68","16","2","10","94","31",21.8,7.2,".249",".378",".327","0.705","41","3","48",,".314",".329",".315",".011",".025","85.1","14.5",36,"14",4.8,4.5,28.8,6.9,23.6,41.3,"292"
"Bart, Joey","663698","2022","25","261","291","56","39","6","0","11","112","26",38.5,8.9,".215",".364",".296","0.660","25","2","34",,".294",".376",".370",".005","-0.006","87.3","16.3",32.2,"15",10.1,6,43,7.2,38,47.2,"149"
"Raleigh, Cal","663728","2022","25","370","415","78","30","20","1","27","122","38",29.4,9.2,".211",".489",".284","0.773","63","1","46",,".330",".308",".317","-0.005",".028","90.9","22.5",36,"39",15.4,8.7,43.5,6.6,32.1,52.6,"253"
"Fortes, Nick","663743","2022","25","217","240","50","34","6","1","9","45","18",18.8,7.5,".230",".392",".304","0.696","24","5","41",,".308",".291",".316","-0.019","-0.006","89.3","15.4",30.2,"12",7,5.2,37.8,8.5,22.9,44.7,"172"
"Grisham, Trent","663757","2022","25","451","524","83","48","16","2","17","150","57",28.6,10.9,".184",".341",".284","0.625","53","7","58",,".280",".274",".305","-0.021","-0.017","88.3","15.1",25.5,"25",8.1,5.8,35.5,7.8,26.2,38.7,"310"
"Vierling, Matt","663837","2022","25","325","357","80","60","12","2","6","70","23",19.6,6.4,".246",".351",".297","0.648","32","7","41",,".285",".307",".348","-0.029","-0.053","91.2","12",35.2,"13",5,7.7,47.1,8.3,19.5,44.6,"261"
"Rivas III, Alfonso","663845","2022","25","251","287","59","49","5","2","3","87","29",30.3,10.1,".235",".307",".322","0.629","25","6","27",,".285",".355",".339",".013","-0.005","86.9","4.9",34.7,"7",4.2,3,35.3,7.2,26.2,42,"167"
"Gonzalez, Romy","663853","2022","25","105","109","25","18","4","1","2","39","2",35.8,1.8,".238",".352",".257","0.609","11","0","15",,".264",".373",".360",".010","-0.007","91.2","3.3",29.9,"6",9,4.5,49.3,9.2,37.9,53.7,"67"
"Stephenson, Tyler","663886","2022","25","166","183","53","38","9","0","6","47","12",25.7,6.6,".319",".482",".372","0.854","35","1","24",,".370",".438",".364",".059",".088","87.1","11.1",46.3,"8",6.6,7.4,34.7,7.5,27,43.6,"121"
"Williams, Luke","663897","2022","25","127","136","30","23","5","1","1","44","9",32.4,6.6,".236",".315",".287","0.602","6","11","21",,".265",".361",".302",".038",".043","83.3","16.7",36.1,"3",3.6,4.8,22.9,6.9,29.9,50.7,"83"
"Rodgers, Brendan","663898","2022","25","527","581","140","94","30","3","13","101","46",17.4,7.9,".266",".408",".325","0.733","63","0","72",,".321",".325",".331",".001",".004","90","4.6",31.3,"31",7.2,5.6,45.9,7.2,22.7,49.4,"431"
"Plummer, Nick","663911","2022","25","29","31","4","1","1","0","2","12","1",38.7,3.2,".138",".379",".194","0.573","6","0","4",,".248",".235",".342","-0.062","-0.017","89.1","7.8",47.1,"2",11.8,0,41.2,14.6,36.2,49,"17"
"Lowe, Nathaniel","663993","2022","26","593","645","179","123","26","3","27","147","48",22.8,7.4,".302",".492",".358","0.850","76","2","74",,".368",".401",".365",".027",".033","90.2","8.2",34.1,"44",9.9,5.2,44.8,7.5,24.9,52.2,"446"
"Happ, Ian","664023","2022","27","573","641","155","94","42","2","17","149","58",23.2,9,".271",".440",".342","0.782","72","9","72",,".339",".362",".322",".032",".061","89.7","10.9",29.2,"28",6.5,6.5,40.4,7.6,27.2,49,"428"
"Mathias, Mark","664029","2022","27","81","91","20","11","3","0","6","30","9",33,9.9,".247",".506",".319","0.825","20","3","13",,".353",".385",".335",".033",".122","90.2","11.8",34.6,"6",11.5,5.8,46.2,7.9,34.6,39.4,"52"
"France, Ty","664034","2022","27","551","613","151","103","27","1","20","94","35",15.3,5.7,".274",".436",".338","0.774","83","0","65",,".337",".327",".315",".012",".039","87.6","10",34.8,"25",5.4,5,36.8,6.4,19.3,52.5,"462"
"Lowe, Brandon","664040","2022","27","235","266","52","32","10","2","8","61","27",22.9,10.2,".221",".383",".308","0.691","25","1","31",,".306",".297",".318","-0.016","-0.018","89.4","16.6",35.4,"18",10.3,4.6,38.9,6.1,33.5,53.3,"175"
"Davis, Jaylin","664041","2022","27","24","27","8","7","1","0","0","11","3",40.7,11.1,".333",".375",".407","0.782","2","0","4",,".352",".615",".418",".106",".103","88.2","7.1",53.8,"0",0,0,38.5,6.3,50,42.2,"13"
"Bader, Harrison","664056","2022","28","292","313","73","55","10","3","5","62","15",19.8,4.8,".250",".356",".294","0.650","30","17","38",,".286",".315",".291",".020",".039","83.4","16.7",28.4,"8",3.4,5.6,26.3,6.8,22.1,48,"232"
"Fletcher, David","664058","2022","28","216","228","55","43","9","1","2","16","7",7,3.1,".255",".333",".288","0.621","17","1","20",,".275",".275",".308","-0.030","-0.011","82.1","15",41.1,"0",0,0.5,7.4,8.6,12.2,48.4,"202"
"Haggerty, Sam","664059","2022","28","176","201","45","30","9","1","5","53","18",26.4,9,".256",".403",".335","0.738","23","13","29",,".320",".360",".325",".026",".073","86","13.6",32.5,"5",4,2.4,24.6,8.8,27.9,49.3,"126"
"Allen, Austin","664119","2022","28","14","16","1","1","0","0","0","9","1",56.3,6.3,".071",".071",".188","0.259","0","0","1",,".143",".200",".187",".004","-0.037","92.7","25",20,"0",0,20,60,10.4,48.5,49.3,"5"
"Moore, Dylan","664238","2022","29","205","255","46","27","11","2","6","75","34",29.4,13.3,".224",".385",".368","0.753","24","21","41",,".338",".351",".317",".022",".025","87.2","20.7",39.4,"17",12.9,7.6,36.4,7.4,27.6,38.7,"132"
"Garlick, Kyle","664247","2022","30","150","162","35","23","3","0","9","48","8",29.6,4.9,".233",".433",".284","0.717","18","0","23",,".311",".340",".332",".006",".010","90.2","15.1",36.9,"10",9.7,8.7,47.6,6.3,35.2,48.7,"103"
"Florial, Estevan","664314","2022","24","31","35","3","3","0","0","0","13","3",37.1,8.6,".097",".097",".200","0.297","1","2","4",,".155",".167",".256","-0.052","-0.159","85.6","14.3",16.7,"1",5.6,5.6,27.8,11.4,46.4,49.3,"18"
"Whitefield, Aaron","664334","2022","25","11","11","0","0","0","0","0","5","0",45.5,0,".000",".000",".000","0.000","0","0","0",,".000",".000",".292","-0.159","-0.285","95.3","-1.8",33.3,"1",16.7,16.7,50,4.2,45,41.7,"6"
"Lopez, Alejo","664670","2022","26","145","156","38","31","5","1","1","21","9",13.5,5.8,".262",".331",".314","0.645","10","3","15",,".286",".306",".292",".013",".002","83.8","9.3",37.9,"1",0.8,4.8,20.2,9.1,16.3,50.6,"124"
"Straw, Myles","664702","2022","27","535","596","118","93","22","3","0","87","54",14.6,9.1,".221",".273",".291","0.564","32","21","72",,".257",".261",".281","-0.015","-0.028","87","9.8",34.1,"3",0.7,4.8,26.5,9.3,12.6,40.5,"454"
"Isbel, Kyle","664728","2022","25","256","278","54","35","10","4","5","75","16",27,5.8,".211",".340",".264","0.604","28","9","32",,".265",".295",".310","-0.009",".017","89.7","10.6",30.4,"9",4.9,7.1,44.6,6.6,21.9,46.3,"184"
"Higgins, P.J.","664731","2022","29","201","229","46","28","11","1","6","58","22",25.3,9.6,".229",".383",".310","0.693","30","0","23",,".306",".319",".288",".024",".096","86","8.7",34.7,"5",3.4,4.1,25.5,6.7,27.3,43.1,"147"
"Bohm, Alec","664761","2022","25","586","631","164","124","24","3","13","110","31",17.4,4.9,".280",".398",".315","0.713","72","2","79",,".310",".337",".353","-0.010","-0.038","90.2","10.4",37.7,"33",6.8,6,43,7.8,21.1,51.2,"486"
"Wade Jr., LaMonte","664774","2022","28","217","251","45","29","7","1","8","51","26",20.3,10.4,".207",".359",".305","0.664","26","1","29",,".298",".269",".287","-0.014","-0.048","87.7","21.1",33.7,"16",9.5,5.9,34.3,6.3,17.8,44.8,"169"
"Mazeika, Patrick","664850","2022","28","68","72","13","8","4","0","1","9","2",12.5,2.8,".191",".294",".214","0.508","6","0","4",,".222",".220",".217",".003",".010","84.5","15.4",29.5,"2",3.3,3.3,18,5.3,14.9,49.6,"61"
"Zavala, Seby","664874","2022","28","178","205","48","32","14","0","2","64","19",31.2,9.3,".270",".382",".347","0.729","21","0","22",,".323",".414",".324",".063",".056","88.8","22.7",41.2,"11",9.2,6.7,37,8.1,37.6,53.5,"119"
"Mendick, Danny","664901","2022","28","97","106","28","20","4","1","3","23","7",21.7,6.6,".289",".443",".343","0.786","15","1","22",,".344",".378",".300",".060",".116","86.8","10.3",38.7,"3",4,2.7,20,11.1,25.3,42.2,"75"
"Brown, Seth","664913","2022","29","500","555","115","61","26","3","25","146","51",26.3,9.2,".230",".444",".305","0.749","73","11","55",,".323",".324",".354","-0.021","-0.010","89.2","15.8",34.9,"46",13,5.4,41.4,7.1,29.6,48.3,"355"
"McCarthy, Jake","664983","2022","24","321","354","91","64","16","3","8","76","23",21.5,6.5,".283",".427",".342","0.769","43","23","53",,".337",".370",".325",".034",".070","87.4","8",32.5,"12",4.8,3.2,33.7,7.4,27.4,53.1,"249"
"Clemens, Kody","665019","2022","26","117","127","17","8","4","0","5","33","8",26,6.3,".145",".308",".197","0.505","17","1","13",,".220",".198",".264","-0.048","-0.017","89.4","17.4",26.7,"5",5.8,5.8,37.2,7.3,27.4,53,"86"
"Walsh, Jared","665120","2022","28","423","454","91","56","18","2","15","138","27",30.4,5.9,".215",".374",".269","0.643","44","2","41",,".278",".319",".328","-0.006",".006","90.1","10.7",34,"27",9.5,6,42.5,8.3,27.6,49.1,"285"
"Proctor, Ford","665154","2022","25","18","22","2","1","0","0","1","3","2",13.6,9.1,".111",".278",".182","0.460","6","0","3",,".197",".118",".304","-0.117","-0.032","89.4","-10.5",29.4,"1",5.9,11.8,29.4,6.2,25,44.4,"17"
"Maton, Nick","665155","2022","25","72","85","18","10","2","1","5","29","10",34.1,11.8,".250",".514",".341","0.855","17","0","13",,".364",".400",".355",".033",".157","86.6","18.6",37.8,"3",6.7,8.9,31.1,5.2,35.4,48.8,"45"
"Peña, Jeremy","665161","2022","24","521","558","132","88","20","2","22","135","22",24.2,3.9,".253",".426",".289","0.715","63","11","72",,".309",".338",".333",".005",".029","88.1","8.7",32.9,"38",9.7,5.4,36.7,6.5,29.7,55.2,"392"
"Celestino, Gilberto","665482","2022","23","311","347","74","59","12","1","2","77","32",22.2,9.2,".238",".302",".313","0.615","24","4","30",,".280",".316",".292",".019",".008","87.3","-1.9",27.1,"6",2.5,4.2,34.3,7.9,23.4,44.5,"236"
"Guerrero Jr., Vladimir","665489","2022","23","638","706","175","108","35","0","32","116","58",16.4,8.2,".274",".480",".339","0.819","97","8","90",,".351",".333",".342","-0.007",".016","92.8","4.3",27.9,"59",11.2,6.8,50.4,6.5,24.4,49.7,"526"
"Pache, Cristian","665506","2022","23","241","260","40","30","5","2","3","70","15",26.9,5.8,".166",".241",".218","0.459","18","2","18",,".207",".234",".322","-0.062","-0.059","89.4","3.8",25.3,"6",3.4,3.4,40.8,7,30.2,50.5,"174"
"Fox, Lucius","665650","2022","24","25","28","2","2","0","0","0","9","1",32.1,3.6,".080",".080",".115","0.195","2","1","2",,".094",".125",".243","-0.076","-0.131","81.8","-3.5",11.1,"1",5.6,0,33.3,8.3,30.9,50.5,"18"
"Soto, Juan","665742","2022","23","524","664","127","73","25","2","27","96","135",14.5,20.3,".242",".452",".401","0.853","62","6","93",,".376",".297",".326","-0.024","-0.049","91","9.1",28.5,"53",12.4,7.2,47.4,6.7,19.2,35.5,"428"
"Taveras, Leody","665750","2022","23","314","341","82","61","14","2","5","88","21",25.8,6.2,".261",".366",".309","0.675","34","11","39",,".297",".358",".312",".035",".048","89.3","12",28.7,"10",4.3,3,36.1,6.9,28.1,49.2,"230"
"Cabrera, Oswaldo","665828","2022","23","154","171","38","23","8","1","6","44","15",25.7,8.8,".247",".429",".312","0.741","19","3","21",,".322",".342",".306",".027",".068","86.8","21.5",41.1,"7",6.3,8.9,34.8,8.9,26.9,52.4,"112"
"Cruz, Oneil","665833","2022","23","331","361","77","43","13","4","17","126","28",34.9,7.8,".233",".450",".294","0.744","54","10","45",,".320",".374",".360",".010",".040","91.9","8.3",30.6,"32",15.5,2.9,46.1,5.5,35.4,40.5,"206"
"Rivero, Sebastián ","665861","2022","23","26","29","4","4","0","0","0","10","2",34.5,6.9,".154",".154",".214","0.368","1","0","2",,".175",".250",".266","-0.009","-0.109","87.2","12.7",17.6,"1",5.9,5.9,35.3,6.4,33.3,49.1,"17"
"Chisholm Jr., Jazz","665862","2022","24","213","241","54","26","10","4","14","66","21",27.4,8.7,".254",".535",".325","0.860","45","12","39",,".365",".360",".352",".012",".062","90.4","15.5",37.3,"25",16.7,4.7,46.7,6.1,32.1,47.2,"150"
"Ruiz, Esteury","665923","2022","23","35","36","6","4","1","1","0","7","1",19.4,2.8,".171",".257",".194","0.451","2","1","3",,".197",".214",".256","-0.034",".002","73","19.2",32.1,"1",3.6,0,10.7,7.5,21.3,56.4,"28"
"Giménez, Andrés","665926","2022","23","491","557","146","100","26","3","17","112","34",20.1,6.1,".297",".466",".371","0.837","69","20","66",,".364",".382",".332",".040",".066","87.8","11.7",31.3,"24",6.2,6.5,37.8,6.9,26.2,53.7,"386"
"Aranda, Jonathan","666018","2022","24","78","87","15","9","4","0","2","23","8",26.4,9.2,".192",".321",".276","0.597","6","0","10",,".264",".273",".293","-0.013","-0.027","91.1","5.9",29.1,"4",7.3,9.1,45.5,7.5,22.4,44,"55"
"Jones, Nolan","666134","2022","24","86","94","21","14","5","0","2","31","8",33,8.5,".244",".372",".309","0.681","13","0","10",,".297",".382",".397","-0.010","-0.064","89.3","15.9",49.1,"8",14.5,7.3,49.1,7.8,29.9,43.6,"55"
"Kirilloff, Alex","666135","2022","24","144","156","36","26","7","0","3","36","5",23.1,3.2,".250",".361",".290","0.651","21","0","14",,".286",".327",".299",".022","-0.004","89.3","6.1",28.2,"7",6.4,5.5,45.5,7.7,20.1,50.3,"110"
"Lowe, Josh","666139","2022","24","181","198","40","24","12","2","2","66","15",33.3,7.6,".221",".343",".284","0.627","13","3","24",,".276",".348",".333",".009",".004","88.3","11.4",47.4,"6",5.2,10.3,37.1,6.9,32.6,46.2,"116"
"Lux, Gavin","666158","2022","24","421","471","116","83","20","7","6","95","47",20.2,10,".276",".399",".346","0.745","42","7","66",,".328",".353",".322",".029",".027","88","6.8",34,"20",6.1,6.1,39.8,7.8,23.3,42.6,"329"
"Moniak, Mickey","666160","2022","24","106","112","18","11","3","1","3","44","4",39.3,3.6,".170",".302",".207","0.509","8","1","13",,".223",".290",".270",".012",".037","84.9","19.1",22.2,"5",7.9,1.6,31.7,6.1,37.9,58.3,"63"
"Adell, Jo","666176","2022","23","268","285","60","38","12","2","8","107","11",37.5,3.9,".224",".373",".264","0.637","27","4","22",,".278",".370",".337",".023",".058","87.4","16.7",33.3,"16",9.9,3.1,37.7,7.7,36.2,51.9,"162"
"Beer, Seth","666179","2022","25","111","126","21","17","3","0","1","31","11",24.6,8.7,".189",".243",".278","0.521","9","0","4",,".239",".259",".296","-0.026","-0.072","85.9","10.7",33.3,"3",3.7,9.9,29.6,7.7,28.7,47.5,"81"
"Benson, Will","666181","2022","24","55","61","10","9","1","0","0","19","3",31.1,4.9,".182",".200",".250","0.450","3","0","8",,".212",".278",".276",".001","-0.028","84.2","10.4",18.9,"0",0,5.4,27,8.3,30.6,42.8,"37"
"Bichette, Bo","666182","2022","24","652","697","189","121","43","1","24","155","41",22.2,5.9,".290",".469",".333","0.802","93","13","91",,".347",".379",".364",".012",".025","91.9","8.5",33.3,"48",9.6,7.2,50.3,7.4,23,55.9,"499"
"Carlson, Dylan","666185","2022","23","432","488","102","60","30","4","8","94","45",19.3,9.2,".236",".380",".316","0.696","42","5","56",,".306",".298",".298",".002",".025","86.1","12.9",35.7,"15",4.4,7.3,27.2,7.9,25.6,46.2,"342"
"Trammell, Taylor","666211","2022","24","102","117","20","7","9","0","4","33","13",28.2,11.1,".196",".402",".284","0.686","10","2","15",,".300",".286",".302","-0.010",".045","88.3","20.5",29.6,"7",9.9,5.6,28.2,8.1,33.7,47.7,"71"
"Encarnación, Jerar","666464","2022","24","77","81","14","8","3","0","3","32","3",39.5,3.7,".182",".338",".210","0.548","14","2","7",,".236",".304",".322","-0.002",".042","90.5","8",30.4,"3",6.5,10.9,41.3,7.4,42.7,54.6,"46"
"Morel, Christopher","666624","2022","23","379","425","89","50","19","4","16","137","38",32.2,8.9,".235",".433",".308","0.741","47","10","55",,".322",".365",".364",".002","-0.002","89.6","9.1",30,"33",13.4,5.7,40.3,8,38.3,50.1,"247"
"Castro, Rodolfo","666801","2022","23","253","277","59","36","8","4","11","74","22",26.7,7.9,".233",".427",".296","0.723","27","5","25",,".314",".328",".297",".023",".073","87.3","11.7",25.6,"12",6.7,7.2,35,7,32.6,47.5,"180"
"Dalbec, Bobby","666915","2022","27","317","353","68","45","9","2","12","118","29",33.4,8.2,".215",".369",".283","0.652","39","3","40",,".287",".335",".341","-0.001","-0.010","90.3","15.2",32,"24",11.8,6.4,45.8,6.6,35,46.5,"203"
"Aguilar, Ryan","666922","2022","27","22","26","3","2","1","0","0","14","2",53.8,7.7,".136",".182",".231","0.413","2","0","2",,".197",".333",".326",".005","-0.020","93.3","10.5",44.4,"0",0,22.2,33.3,6.9,48.3,57.4,"9"
"García, Adolis","666969","2022","29","605","657","151","85","34","5","27","183","40",27.9,6.1,".250",".456",".300","0.756","101","25","88",,".324",".353",".347",".006",".009","92.1","13.2",36.9,"55",12.9,9.3,47.4,6.6,33.5,53.5,"428"
"Gurriel Jr., Lourdes","666971","2022","28","453","493","132","94","32","1","5","83","31",16.8,6.3,".291",".400",".343","0.743","52","3","52",,".327",".355",".334",".018",".000","90.6","10.9",34.7,"14",3.8,8.9,45.7,7.5,21.3,48.7,"372"
"Rooker Jr., Brent","667670","2022","27","32","36","4","3","1","0","0","11","3",30.6,8.3,".125",".156",".222","0.378","2","0","1",,".186",".190",".279","-0.058","-0.150","87.8","13.5",33.3,"1",4.8,14.3,42.9,5.6,33.3,50.7,"21"
"Walker, Steele","667727","2022","25","14","16","1","0","0","0","1","4","2",25,12.5,".071",".286",".188","0.474","1","0","1",,".216",".100",".306","-0.148","-0.115","88.2","19.4",30,"2",20,0,40,8.8,27.6,50.9,"10"
"Arozarena, Randy","668227","2022","27","586","645","154","90","41","3","20","156","46",24.2,7.1,".263",".445",".327","0.772","89","32","72",,".336",".356",".318",".029",".063","89.9","8.8",28.2,"34",7.9,5.8,41,6.8,28.6,46.1,"432"
